,ID,Artist,Title,Image URL,Painting Info URL,Artist Info URL,name,artist,artist_1,artist_name,artist_name_1,content_id
3229,577282f3edc2cb3880f9568e,Rene Bertholo,Arc-en-Ciel,https://uploads0.wikiart.org/images/rene-bertholo/arc-en-ciel-1971.jpg,https://www.wikiart.org/en/rene-bertholo/arc-en-ciel-1971,https://www.wikiart.org/en/rene-bertholo,arc-en-ciel-1971.jpg,rene-bertholo,rene-bertholo,rene-bertholo,rene-bertholo,305829
3240,5772843cedc2cb3880fd3655,Ruth Vollmer,Untitled,https://uploads5.wikiart.org/images/ruth-vollmer/untitled-1959.jpg,https://www.wikiart.org/en/ruth-vollmer/untitled-1959,https://www.wikiart.org/en/ruth-vollmer,untitled-1959.jpg,ruth-vollmer,ruth-vollmer,ruth-vollmer,ruth-vollmer,312927
3244,577286caedc2cb38800568d9,Johann Georg Pinzel,St. Joachim,https://uploads8.wikiart.org/images/johann-georg-pinzel/st-joachim-1755(1).jpg,https://www.wikiart.org/en/johann-georg-pinzel/st-joachim-1755,https://www.wikiart.org/en/johann-georg-pinzel,st-joachim-1755(1).jpg,johann-georg-pinzel,johann-georg-pinzel,johann-georg-pinzel,johann-georg-pinzel,327313
3246,57728336edc2cb3880fa1885,Gosta Adrian-Nilsson,"Shadows, twilight",https://uploads3.wikiart.org/images/gosta-adrian-nilsson/shadows-twilight-1929.jpg,https://www.wikiart.org/en/gosta-adrian-nilsson/shadows-twilight-1929,https://www.wikiart.org/en/gosta-adrian-nilsson,shadows-twilight-1929.jpg,gosta-adrian-nilsson,gosta-adrian-nilsson,gosta-adrian-nilsson,gosta-adrian-nilsson,307548
3248,57726e25edc2cb3880b60a48,Edvard Munch,The Scream,https://uploads1.wikiart.org/images/edvard-munch/the-scream-1893(2).jpg,https://www.wikiart.org/en/edvard-munch/the-scream-1893,https://www.wikiart.org/en/edvard-munch,the-scream-1893(2).jpg,edvard-munch,edvard-munch,edvard-munch,edvard-munch,185471
3251,577282b9edc2cb3880f8a777,John Trumbull,"The Death of General Warren at the Battle of Bunker&#39;s Hill, June 17, 1775",https://uploads6.wikiart.org/images/john-trumbull/the-death-of-general-warren-at-the-battle-of-bunker-s-hill-june-17-1775-1786.jpg,https://www.wikiart.org/en/john-trumbull/the-death-of-general-warren-at-the-battle-of-bunker-s-hill-june-17-1775-1786,https://www.wikiart.org/en/john-trumbull,the-death-of-general-warren-at-the-battle-of-bunker-s-hill-june-17-1775-1786.jpg,john-trumbull,john-trumbull,john-trumbull,john-trumbull,304506
3253,577275cfedc2cb3880cf671e,Georgia O&#39;Keeffe,Music Pink and Blue,https://uploads0.wikiart.org/images/georgia-o-keeffe/music-pink-and-blue-ii.jpg,https://www.wikiart.org/en/georgia-o-keeffe/music-pink-and-blue-ii,https://www.wikiart.org/en/georgia-o-keeffe,music-pink-and-blue-ii.jpg,georgia-o-keeffe,georgia-o&#39;keeffe,georgia-o-keeffe,georgia-o&#39;keeffe,231737
3254,5772721eedc2cb3880c414ea,Claude Monet,Antibes in the Morning,https://uploads8.wikiart.org/images/claude-monet/antibes-in-the-morning(1).jpg,https://www.wikiart.org/en/claude-monet/antibes-in-the-morning,https://www.wikiart.org/en/claude-monet,antibes-in-the-morning(1).jpg,claude-monet,claude-monet,claude-monet,claude-monet,211724
3263,57728738edc2cb388006b77c,Ronald Bladen,The X,https://uploads3.wikiart.org/images/ronald-bladen/the-x-1965.jpg,https://www.wikiart.org/en/ronald-bladen/the-x-1965,https://www.wikiart.org/en/ronald-bladen,the-x-1965.jpg,ronald-bladen,ronald-bladen,ronald-bladen,ronald-bladen,330744
3265,57726f0fedc2cb3880b94aa6,Theodore Gericault,Officer of the Chasseurs charging on horseback,https://uploads8.wikiart.org/images/theodore-gericault/officer-of-the-chasseurs-charging-on-horseback.jpg,https://www.wikiart.org/en/theodore-gericault/officer-of-the-chasseurs-charging-on-horseback,https://www.wikiart.org/en/theodore-gericault,officer-of-the-chasseurs-charging-on-horseback.jpg,theodore-gericault,theodore-gericault,theodore-gericault,theodore-gericault,192540
3271,57727287edc2cb3880c56ade,Henri Matisse,Music,https://uploads3.wikiart.org/images/henri-matisse/music-1910.jpg,https://www.wikiart.org/en/henri-matisse/music-1910,https://www.wikiart.org/en/henri-matisse,music-1910.jpg,henri-matisse,henri-matisse,henri-matisse,henri-matisse,214047
3279,57727d86edc2cb3880e7e500,Judith Leyster,The serenade,https://uploads2.wikiart.org/images/judith-leyster/the-serenade-1629.jpg,https://www.wikiart.org/en/judith-leyster/the-serenade-1629,https://www.wikiart.org/en/judith-leyster,the-serenade-1629.jpg,judith-leyster,judith-leyster,judith-leyster,judith-leyster,274997
3281,57727c4bedc2cb3880e413d5,Constantin Brancusi,Prodigal son,https://uploads2.wikiart.org/images/constantin-brancusi/prodigal-son.jpg,https://www.wikiart.org/en/constantin-brancusi/prodigal-son,https://www.wikiart.org/en/constantin-brancusi,prodigal-son.jpg,constantin-brancusi,constantin-brancusi,constantin-brancusi,constantin-brancusi,267694
3283,57727f39edc2cb3880ed6d42,Sam Francis,Dream It Is,https://uploads7.wikiart.org/images/sam-francis/dream-it-is-1963.jpg,https://www.wikiart.org/en/sam-francis/dream-it-is-1963,https://www.wikiart.org/en/sam-francis,dream-it-is-1963.jpg,sam-francis,sam-francis,sam-francis,sam-francis,284337
3290,57726e6fedc2cb3880b73373,Giovanni Bellini,Naked young woman in front of the mirror,https://uploads0.wikiart.org/images/giovanni-bellini/naked-young-woman-in-front-of-the-mirror.jpg,https://www.wikiart.org/en/giovanni-bellini/naked-young-woman-in-front-of-the-mirror-1515-1,https://www.wikiart.org/en/giovanni-bellini,naked-young-woman-in-front-of-the-mirror.jpg,giovanni-bellini,giovanni-bellini,giovanni-bellini,giovanni-bellini,188427
3291,57727fdaedc2cb3880ef4e12,Hans Bellmer,The Machine-Gunneress in a State of Grace,https://uploads2.wikiart.org/images/hans-bellmer/the-machine-gunneress-in-a-state-of-grace-1937.jpg,https://www.wikiart.org/en/hans-bellmer/the-machine-gunneress-in-a-state-of-grace-1937,https://www.wikiart.org/en/hans-bellmer,the-machine-gunneress-in-a-state-of-grace-1937.jpg,hans-bellmer,hans-bellmer,hans-bellmer,hans-bellmer,287715
3295,57726e40edc2cb3880b6911d,Caravaggio,Young Sick Bacchus,https://uploads2.wikiart.org/images/caravaggio/young-sick-bacchus(1).jpg,https://www.wikiart.org/en/caravaggio/young-sick-bacchus,https://www.wikiart.org/en/caravaggio,young-sick-bacchus(1).jpg,caravaggio,caravaggio,caravaggio,caravaggio,186724
3296,59928c32edc2c93e1c889c74,Wojciech Weiss,Radiant Sunset,https://uploads4.wikiart.org/00145/images/wojciech-weiss/radiant-sunset-1902.jpg,https://www.wikiart.org/en/wojciech-weiss/radiant-sunset-1902,https://www.wikiart.org/en/wojciech-weiss,radiant-sunset-1902.jpg,wojciech-weiss,wojciech-weiss,wojciech-weiss,wojciech-weiss,9223372032559823073
3297,577270a4edc2cb3880bede1d,Paul Klee,Highway and byways,https://uploads6.wikiart.org/images/paul-klee/highway-and-byways-1929(1).jpg,https://www.wikiart.org/en/paul-klee/highway-and-byways-1929,https://www.wikiart.org/en/paul-klee,highway-and-byways-1929(1).jpg,paul-klee,paul-klee,paul-klee,paul-klee,202205
3299,57728650edc2cb388003b184,Edward Wadsworth,Seaport,https://uploads8.wikiart.org/images/edward-wadsworth/seaport-1923.jpg,https://www.wikiart.org/en/edward-wadsworth/seaport-1923,https://www.wikiart.org/en/edward-wadsworth,seaport-1923.jpg,edward-wadsworth,edward-wadsworth,edward-wadsworth,edward-wadsworth,324601
3304,57728ac7edc2cb3880123d8b,Georg Baselitz,Dresdner Frauen-Karla,https://uploads2.wikiart.org/images/georg-baselitz/dresdner-frauen-karla-1990.jpg,https://www.wikiart.org/en/georg-baselitz/dresdner-frauen-karla-1990,https://www.wikiart.org/en/georg-baselitz,dresdner-frauen-karla-1990.jpg,georg-baselitz,georg-baselitz,georg-baselitz,georg-baselitz,366456
3305,57728287edc2cb3880f805a5,Sam Francis,Hail Hailey,https://uploads7.wikiart.org/images/sam-francis/hail-hailey-1986.jpg,https://www.wikiart.org/en/sam-francis/hail-hailey-1986,https://www.wikiart.org/en/sam-francis,hail-hailey-1986.jpg,sam-francis,sam-francis,sam-francis,sam-francis,303427
3306,5772842bedc2cb3880fd1a37,Willi Baumeister,Chess Players III,https://uploads0.wikiart.org/images/willi-baumeister/chess-players-iii-1924.jpg,https://www.wikiart.org/en/willi-baumeister/chess-players-iii-1924,https://www.wikiart.org/en/willi-baumeister,chess-players-iii-1924.jpg,willi-baumeister,willi-baumeister,willi-baumeister,willi-baumeister,312425
3307,577286ddedc2cb388005812d,Pierre Roy,A Naturalist&#39;s Study,https://uploads6.wikiart.org/images/pierre-roy/a-naturalist-s-study-1928.jpg,https://www.wikiart.org/en/pierre-roy/a-naturalist-s-study-1928,https://www.wikiart.org/en/pierre-roy,a-naturalist-s-study-1928.jpg,pierre-roy,pierre-roy,pierre-roy,pierre-roy,328131
3308,577285fbedc2cb388002d9cc,Romare Bearden,Carolina Morning,https://uploads6.wikiart.org/images/romare-bearden/carolina-morning-1974.jpg,https://www.wikiart.org/en/romare-bearden/carolina-morning-1974,https://www.wikiart.org/en/romare-bearden,carolina-morning-1974.jpg,romare-bearden,romare-bearden,romare-bearden,romare-bearden,322561
3311,57727fb9edc2cb3880eecc21,David Smith,Hudson River Landscape,https://uploads0.wikiart.org/images/david-smith/hudson-river-landscape-1951.jpg,https://www.wikiart.org/en/david-smith/hudson-river-landscape-1951,https://www.wikiart.org/en/david-smith,hudson-river-landscape-1951.jpg,david-smith,david-smith,david-smith,david-smith,287080
3312,577270a8edc2cb3880bee249,Paul Klee,Senecio,https://uploads4.wikiart.org/images/paul-klee/senecio-1922(1).jpg,https://www.wikiart.org/en/paul-klee/senecio-1922,https://www.wikiart.org/en/paul-klee,senecio-1922(1).jpg,paul-klee,paul-klee,paul-klee,paul-klee,202301
3313,57728985edc2cb38800de8b6,Medardo Rosso,Carne altrui,https://uploads1.wikiart.org/images/medardo-rosso/carne-altrui-1883.jpg,https://www.wikiart.org/en/medardo-rosso/carne-altrui-1883,https://www.wikiart.org/en/medardo-rosso,carne-altrui-1883.jpg,medardo-rosso,medardo-rosso,medardo-rosso,medardo-rosso,348035
3315,57727cbfedc2cb3880e569ba,Richard Gerstl,Schonberg Family,https://uploads4.wikiart.org/images/richard-gerstl/schonberg-family(1).jpg,https://www.wikiart.org/en/richard-gerstl/schonberg-family,https://www.wikiart.org/en/richard-gerstl,schonberg-family(1).jpg,richard-gerstl,richard-gerstl,richard-gerstl,richard-gerstl,270583
3318,57727683edc2cb3880d1d5de,Oskar Kokoschka,Bride of the Wind,https://uploads8.wikiart.org/images/oskar-kokoschka/bride-of-the-wind-1914.jpg,https://www.wikiart.org/en/oskar-kokoschka/bride-of-the-wind-1914,https://www.wikiart.org/en/oskar-kokoschka,bride-of-the-wind-1914.jpg,oskar-kokoschka,oskar-kokoschka,oskar-kokoschka,oskar-kokoschka,235819
3319,57a32c7bedc2c9388c2c5f16,John Gibson,Narcissus,https://uploads5.wikiart.org/images/john-gibson/narcissus-1829.jpg,https://www.wikiart.org/en/john-gibson/narcissus-1829,https://www.wikiart.org/en/john-gibson,narcissus-1829.jpg,john-gibson,john-gibson,john-gibson,john-gibson,378319
3321,577274eeedc2cb3880ccef22,Joan Miro,The Ear of Grain,https://uploads0.wikiart.org/images/joan-miro/the-ear-of-corn-1923.jpg,https://www.wikiart.org/en/joan-miro/the-ear-of-corn-1923,https://www.wikiart.org/en/joan-miro,the-ear-of-corn-1923.jpg,joan-miro,joan-miro,joan-miro,joan-miro,228031
3322,57728723edc2cb388006425c,Richard Smith,PM Zoom,https://uploads5.wikiart.org/images/richard-smith/pm-zoom-1963.jpg,https://www.wikiart.org/en/richard-smith/pm-zoom-1963,https://www.wikiart.org/en/richard-smith,pm-zoom-1963.jpg,richard-smith,richard-smith,richard-smith,richard-smith,330286
3326,57726eebedc2cb3880b8b723,Gustave Courbet,A Burial at Ornans,https://uploads7.wikiart.org/images/gustave-courbet/burial-at-ornans-1849.jpg,https://www.wikiart.org/en/gustave-courbet/a-burial-at-ornans-1850-1,https://www.wikiart.org/en/gustave-courbet,burial-at-ornans-1849.jpg,gustave-courbet,gustave-courbet,gustave-courbet,gustave-courbet,191721
3329,59ca15eeedc2c92484219b95,Ary Scheffer,Francesca Da Rimini,https://uploads8.wikiart.org/00151/images/ary-scheffer/francesca-da-rimini-1835.jpg,https://www.wikiart.org/en/ary-scheffer/francesca-da-rimini-1835,https://www.wikiart.org/en/ary-scheffer,francesca-da-rimini-1835.jpg,ary-scheffer,ary-scheffer,ary-scheffer,ary-scheffer,9223372032559823998
3331,577286ededc2cb3880059ba2,Charles Blackman,Flowers turning into the moon,https://uploads7.wikiart.org/images/charles-blackman/flowers-turning-into-the-moon.jpg,https://www.wikiart.org/en/charles-blackman/flowers-turning-into-the-moon,https://www.wikiart.org/en/charles-blackman,flowers-turning-into-the-moon.jpg,charles-blackman,charles-blackman,charles-blackman,charles-blackman,328696
3332,59ca15eeedc2c92484219b99,Ary Scheffer,Julie Salis Schwabe,https://uploads8.wikiart.org/00151/images/ary-scheffer/julie-salis-schwabe-1850.jpg,https://www.wikiart.org/en/ary-scheffer/julie-salis-schwabe-1850,https://www.wikiart.org/en/ary-scheffer,julie-salis-schwabe-1850.jpg,ary-scheffer,ary-scheffer,ary-scheffer,ary-scheffer,9223372032559824000
3334,57727d89edc2cb3880e7e9c9,Max Kurzweil,Despair,https://uploads2.wikiart.org/images/max-kurzweil/despair(1).jpg,https://www.wikiart.org/en/max-kurzweil/despair,https://www.wikiart.org/en/max-kurzweil,despair(1).jpg,max-kurzweil,max-kurzweil,max-kurzweil,max-kurzweil,275099
3340,57727e24edc2cb3880e9d117,Fyodor Alekseyev,"November 7, 1824 in the square in front of the Bolshoi Theatre",https://uploads2.wikiart.org/images/fyodor-alekseyev/november-7-1824-in-the-square-in-front-of-the-bolshoi-theatre-1824(1).jpg,https://www.wikiart.org/en/fyodor-alekseyev/november-7-1824-in-the-square-in-front-of-the-bolshoi-theatre-1824,https://www.wikiart.org/en/fyodor-alekseyev,november-7-1824-in-the-square-in-front-of-the-bolshoi-theatre-1824(1).jpg,fyodor-alekseyev,fyodor-alekseyev,fyodor-alekseyev,fyodor-alekseyev,278541
3342,577281c3edc2cb3880f590d2,Max Pechstein,Girl on a Green Sofa with a Cat,https://uploads2.wikiart.org/images/max-pechstein/girl-on-a-green-sofa-with-a-cat-1910.jpg,https://www.wikiart.org/en/max-pechstein/girl-on-a-green-sofa-with-a-cat-1910,https://www.wikiart.org/en/max-pechstein,girl-on-a-green-sofa-with-a-cat-1910.jpg,max-pechstein,max-pechstein,max-pechstein,max-pechstein,298777
3346,5772869bedc2cb388004ccf0,Eduardo Arroyo,"Velazquez, mon p&#232;re",https://uploads8.wikiart.org/images/eduardo-arroyo/velasquez-mon-p-re-1964.jpg,https://www.wikiart.org/en/eduardo-arroyo/velasquez-mon-p-re-1964,https://www.wikiart.org/en/eduardo-arroyo,velasquez-mon-p-re-1964.jpg,eduardo-arroyo,eduardo-arroyo,eduardo-arroyo,eduardo-arroyo,326157
3348,587cf1fdedc2c9546c04aacd,Otto van Veen,Batavians Defeating Romans on the Rhine,https://uploads7.wikiart.org/00115/images/otto-van-veen/batavians-defeating-romans-on-the-rhine-1613.jpg,https://www.wikiart.org/en/otto-van-veen/batavians-defeating-romans-on-the-rhine-1613,https://www.wikiart.org/en/otto-van-veen,batavians-defeating-romans-on-the-rhine-1613.jpg,otto-van-veen,otto-van-veen,otto-van-veen,otto-van-veen,9223372032559811029
3350,577283fcedc2cb3880fc7c99,Julius Evola,"Paesaggio interiore, apertura del diaframma",https://uploads3.wikiart.org/images/julius-evola/paesaggio-interiore-apertura-del-diaframma-1921.jpg,https://www.wikiart.org/en/julius-evola/paesaggio-interiore-apertura-del-diaframma-1921,https://www.wikiart.org/en/julius-evola,paesaggio-interiore-apertura-del-diaframma-1921.jpg,julius-evola,julius-evola,julius-evola,julius-evola,311397
3353,57727fdaedc2cb3880ef4e84,Hans Bellmer,Plate from La Poup&#233;e,https://uploads2.wikiart.org/images/hans-bellmer/plate-from-la-poup-e-1936(6).jpg,https://www.wikiart.org/en/hans-bellmer/plate-from-la-poup-e-1936-6,https://www.wikiart.org/en/hans-bellmer,plate-from-la-poup-e-1936(6).jpg,hans-bellmer,hans-bellmer,hans-bellmer,hans-bellmer,287722
3355,577282a1edc2cb3880f82e68,Carlos Orozco Romero,The Eclipse,https://uploads7.wikiart.org/images/carlos-orozco-romero/the-eclipse-1952.jpg,https://www.wikiart.org/en/carlos-orozco-romero/the-eclipse-1952,https://www.wikiart.org/en/carlos-orozco-romero,the-eclipse-1952.jpg,carlos-orozco-romero,carlos-orozco-romero,carlos-orozco-romero,carlos-orozco-romero,304143
3358,5772845bedc2cb3880fdb86f,Rene Duvillier,Cronos 31,https://uploads2.wikiart.org/images/rene-duvillier/cronos-31-1982(1).jpg,https://www.wikiart.org/en/rene-duvillier/cronos-31-1982,https://www.wikiart.org/en/rene-duvillier,cronos-31-1982(1).jpg,rene-duvillier,rene-duvillier,rene-duvillier,rene-duvillier,313445
3362,577285c1edc2cb388002310d,Dosso Dossi,Allegory of Music,https://uploads4.wikiart.org/images/dosso-dossi/allegory-of-music-1522.jpg,https://www.wikiart.org/en/dosso-dossi/allegory-of-music-1522,https://www.wikiart.org/en/dosso-dossi,allegory-of-music-1522.jpg,dosso-dossi,dosso-dossi,dosso-dossi,dosso-dossi,321250
3367,577276feedc2cb3880d33a71,J.M.W. Turner,Childe Harold,https://uploads7.wikiart.org/images/william-turner/childe-harold.jpg,https://www.wikiart.org/en/william-turner/childe-harold,https://www.wikiart.org/en/william-turner,childe-harold.jpg,william-turner,j.m.w.-turner,william-turner,j.m.w.-turner,238700
3371,57726e77edc2cb3880b740a6,Gian Lorenzo Bernini,The Ecstasy of St. Teresa,https://uploads0.wikiart.org/images/gian-lorenzo-bernini/the-ecstasy-of-st-teresa(1).jpg,https://www.wikiart.org/en/gian-lorenzo-bernini/the-ecstasy-of-st-teresa,https://www.wikiart.org/en/gian-lorenzo-bernini,the-ecstasy-of-st-teresa(1).jpg,gian-lorenzo-bernini,gian-lorenzo-bernini,gian-lorenzo-bernini,gian-lorenzo-bernini,189015
3374,57727b7eedc2cb3880e19721,Auguste Rodin,The Three Shades,https://uploads0.wikiart.org/images/auguste-rodin/the-three-shades.jpg,https://www.wikiart.org/en/auguste-rodin/the-three-shades,https://www.wikiart.org/en/auguste-rodin,the-three-shades.jpg,auguste-rodin,auguste-rodin,auguste-rodin,auguste-rodin,263464
3377,57726f2aedc2cb3880b9d034,Michelangelo,Holy Family with St. John the Baptist,https://uploads1.wikiart.org/images/michelangelo/holy-family-with-st-john-the-baptist.jpg,https://www.wikiart.org/en/michelangelo/holy-family-with-st-john-the-baptist-1506-1,https://www.wikiart.org/en/michelangelo,holy-family-with-st-john-the-baptist.jpg,michelangelo,michelangelo,michelangelo,michelangelo,193129
3378,57728328edc2cb3880fa02bf,Gerardo Dottori,Ritmi astrali,https://uploads4.wikiart.org/images/gerardo-dottori/ritmi-astrali-1916.jpg,https://www.wikiart.org/en/gerardo-dottori/ritmi-astrali-1916,https://www.wikiart.org/en/gerardo-dottori,ritmi-astrali-1916.jpg,gerardo-dottori,gerardo-dottori,gerardo-dottori,gerardo-dottori,307128
3380,596f8aabedc2c953f45ffae3,Louise Abb&#233;ma,A Game of Croquet,https://uploads6.wikiart.org/00141/images/louise-abbema/louise-abb-ma-a-game-of-croquet.jpg,https://www.wikiart.org/en/louise-abbema/a-game-of-croquet-1872,https://www.wikiart.org/en/louise-abbema,louise-abb-ma-a-game-of-croquet.jpg,louise-abbema,louise-abb&#233;ma,louise-abbema,louise-abb&#233;ma,9223372032559822437
3381,57726ff3edc2cb3880bc574a,Jacques-Louis David,The Oath of Horatii,https://uploads5.wikiart.org/images/jacques-louis-david/the-oath-of-horatii-1784.jpg,https://www.wikiart.org/en/jacques-louis-david/the-oath-of-horatii-1784,https://www.wikiart.org/en/jacques-louis-david,the-oath-of-horatii-1784.jpg,jacques-louis-david,jacques-louis-david,jacques-louis-david,jacques-louis-david,197955
3383,57727015edc2cb3880bceb28,Francisco de Zurbaran,Still Life,https://uploads8.wikiart.org/images/francisco-zurbaran/still-life.jpg,https://www.wikiart.org/en/francisco-de-zurbaran/still-life,https://www.wikiart.org/en/francisco-de-zurbaran,still-life.jpg,francisco-zurbaran,francisco-de-zurbaran,francisco-zurbaran,francisco-de-zurbaran,198684
3384,57728794edc2cb3880077e75,Gianni Piacentino,Metalliod Blue-Gray Without Oval Sculpture,https://uploads8.wikiart.org/images/gianni-piacentino/metalliod-blue-gray-without-oval-sculpture-1968.jpg,https://www.wikiart.org/en/gianni-piacentino/metalliod-blue-gray-without-oval-sculpture-1968,https://www.wikiart.org/en/gianni-piacentino,metalliod-blue-gray-without-oval-sculpture-1968.jpg,gianni-piacentino,gianni-piacentino,gianni-piacentino,gianni-piacentino,333167
